#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/deseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq/deseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq/deseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//deseq/deseq_package_default.db
# Output created at: 06:58:45
GeneID	log2foldchange	significance	mean.c1	mean.c2	GeneName	Description	Chromosome	Start	End	Strand
YHR215W	4.46309548299222	0	115.148377877079	2539.70596050577	PHO12	One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway; nearly identical to Pho11p; upregulated by phosphate starvation 	VIII	552099	553502	1
YIL121W	2.84053989147791	0	221.242624808379	1584.73450282885	QDR2	Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin; may have a role in potassium uptake 	IX	132244	133872	1
YJR027W	2.40190342403037	0	627.351052904787	3315.55020526068	YJR027W	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	X	472760	478028	1
YJR029W	2.31765274070129	0	594.673885619086	2964.57104058423	YJR029W	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	X	478344	483612	1
YKL109W	2.13776462485425	0	638.549422308263	2810.12599293864	HAP4	Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; provides the principal activation function of the complex 	XI	232227	233891	1
YLR035C-A	2.10452647292289	0	364.855361401728	1569.08448241479	YLR035C-A	Retrotransposon TYA Gag and TYB Pol genes; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); YLR035C-A is part of a mutant retrotransposon 	XII	215440	218907	-1
YLR111W	-3.13315067701345	0	119.388287015331	13.607846016996	YLR111W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XII	370391	370723	1
YLR157C-B	2.45170944907038	0	628.049285988445	3435.83113620252	YLR157C-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XII	476333	481601	-1
YLR227W-B	2.36723277077947	0	492.721934689075	2542.20147918994	YLR227W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XII	593438	598706	1
YML039W	2.48279139773486	0	509.136143738512	2845.95882538954	YML039W	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XIII	196628	201896	1
YML045W	2.33700549108208	0	565.214443141984	2855.76195706157	YML045W	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XIII	184461	189729	1
YML122C	-3.13714327407367	0	115.512285302236	13.1296742068182	YML122C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XIII	26038	26418	-1
YML123C	4.6675473515185	0	378.028013176432	9607.1759080032	PHO84	High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p 	XIII	24037	25800	-1
YMR045C	2.27169902786656	0	535.725783160703	2586.97419645746	YMR045C	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XIII	357359	362627	-1
YMR050C	2.31689149549973	0	645.840831944289	3217.95032560109	YMR050C	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XIII	373057	378325	-1
YNL054W-B	1.97045165795806	0	519.435255590451	2035.61891261608	YNL054W-B	TyB Gag-Pol protein; proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition 	XIV	519456	524706	1
YNL284C-B	2.15608037631836	0	781.359341776942	3482.53648628686	YNL284C-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XIV	96964	102232	-1
YOL103W-B	2.50525112379435	0	572.830150852256	3252.23263788761	YOL103W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XV	118000	123268	1
YOR142W-B	2.15924118524876	0	480.425109384475	2145.96217282281	YOR142W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XV	595112	600380	1
YOR153W	2.77211084567254	0	1951.08806909667	13328.0124292401	PDR5	Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter actively regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth 	XV	619840	624375	1
YOR273C	2.25874585868419	0	748.504716797957	3582.15849423601	TPO4	Polyamine transport protein, recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane; member of the major facilitator superfamily 	XV	834452	836431	-1
YOR290C	7.53094583631272	0	8.82197810648583	1631.57321902479	SNF2	Catalytic subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p 	XV	855147	860258	-1
YOR376W	-3.55970637665705	0	95.2228105940281	8.07537317428909	YOR376W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YOR376W is not an essential gene. 	XV	1043191	1043559	1
YPL019C	2.48551248685915	0	646.908143379227	3622.90070544062	VTC3	Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion 	XVI	514511	517018	-1
YPL025C	-3.67863286217904	0	236.710582110921	18.4858250639548	YPL025C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XVI	502473	503030	-1
YPL095C	1.98756487321769	0	268.64014651062	1065.33834951068	EEB1	Acyl-coenzymeA:ethanol O-acyltransferase responsible for the major part of medium-chain fatty acid ethyl ester biosynthesis during fermentation; possesses short-chain esterase activity; may be involved in lipid metabolism and detoxification 	XVI	368071	369441	-1
YPL257W-B	2.48194865737023	0	431.902785893459	2412.83152730693	YPL257W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XVI	56748	62016	1
YPR137C-B	2.29155114165762	0	487.311967891479	2385.79271197821	YPR137C-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XVI	805001	810269	-1
YPR158C-D	2.44122374960557	0	598.255315544121	3249.13787550822	YPR158C-D	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XVI	850989	856257	-1
YPR158W-B	2.33801330105613	0	498.073742594162	2518.29023308334	YPR158W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XVI	844709	849980	1
YPR064W	-2.7136537426787	1.60996219012069e-313	144.108935125536	21.9684661159658	YPR064W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XVI	678951	679370	1
YMR056C	-2.03028044042381	1.9259149393369e-313	790.962211871831	193.633467844334	AAC1	Mitochondrial inner membrane ADP/ATP translocator, exchanges cytosolic ADP for mitochondrially synthesized ATP; phosphorylated; Aac1p is a minor isoform while Pet9p is the major ADP/ATP translocator 	XIII	387315	388244	-1
YDR399W	1.87584045383689	6.54114822873927e-309	726.33201237675	2665.75007056104	HPT1	Dimeric hypoxanthine-guanine phosphoribosyltransferase, catalyzes the formation of both inosine monophosphate and guanosine monophosphate; mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome 	IV	1270068	1270733	1
YKL062W	2.19654843438852	1.63430560320942e-299	418.918646739731	1920.24506482139	MSN4	Transcriptional activator related to Msn2p; activated in stress conditions, which results in translocation from the cytoplasm to the nucleus; binds DNA at stress response elements of responsive genes, inducing gene expression 	XI	323228	325120	1
YHL047C	1.82857371720771	5.43032431083879e-298	728.643252925134	2588.03702976278	ARN2	Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; responsible for uptake of iron bound to the siderophore triacetylfusarinine C 	VIII	8351	10213	-1
YLL052C	2.54213947524039	1.26015573985449e-296	23.0854863370021	134.461906088763	AQY2	Water channel that mediates the transport of water across cell membranes, only expressed in proliferating cells, controlled by osmotic signals, may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains 	XII	35912	36361	-1
YCR025C	-2.5356574119641	3.14018978310094e-286	148.104875723522	25.5423243988005	YCR025C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YCR025C is not an essential gene 	III	163446	163856	-1
YLL053C	2.19958277256467	5.34657095289461e-274	43.0414322976598	197.709304104692	YLL053C	Putative protein; in the Sigma 1278B strain background YLL053C is contiguous with AQY2 which encodes an aquaporin 	XII	35503	35961	-1
YER124C	1.78933899728992	9.48933210104326e-271	343.733183822552	1188.13604461183	DSE1	Daughter cell-specific protein, may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall 	V	407342	409063	-1
YJR150C	3.09174905091788	2.93991692889602e-256	13.437780828573	114.560989684716	DAN1	Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth 	X	708811	709707	-1
YJL077C	-1.88215636431898	5.60781722353636e-250	436.577871220544	118.433945260949	ICS3	Protein of unknown function; may play a role in vacuolar sorting, null mutants are hypersensitive to sortin2 	X	294666	295061	-1
YBR244W	2.64159966246843	7.47565624067199e-249	87.9635863161229	548.913184534756	GPX2	Phospholipid hydroperoxide glutathione peroxidase induced by glucose starvation that protects cells from phospholipid hydroperoxides and nonphospholipid peroxides during oxidative stress 	II	707528	708016	1
YBL044W	-3.1238486686416	1.18925796196397e-244	133.528385378796	15.3179781741159	YBL044W	Putative protein of unknown function; YBL044W is not an essential protein 	II	135998	136366	1
YGL028C	1.6729675764753	8.85308819680799e-240	397.72755406758	1268.2331523216	SCW11	Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p 	VII	441281	442909	-1
YGR051C	-2.50100060753914	1.71306847203781e-237	410.201478169198	72.4637856993682	YGR051C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YGR051C is not an essential gene 	VII	592906	593229	-1
YPR149W	2.17012252899356	2.09530094482759e-236	1098.44898487194	4943.69725518721	NCE102	Protein of unknown function; contains transmembrane domains; involved in secretion of proteins that lack classical secretory signal sequences; component of the detergent-insoluble glycolipid-enriched complexes (DIGs) 	XVI	829918	830439	1
YOL109W	2.57438550118095	3.49408357580333e-234	935.091083131826	5569.56365524374	ZEO1	Peripheral membrane protein of the plasma membrane that interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria 	XV	110297	110638	1
YIL011W	1.72628497171718	1.45580225223837e-229	161.797423258954	535.346735130908	TIR3	Cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth 	IX	333727	334536	1
YOL104C	2.62537633066783	8.31533411367747e-222	11.8490743472422	73.114152442721	NDJ1	Meiosis-specific telomere protein, required for bouquet formation, effective homolog pairing, ordered cross-over distribution, sister chromatid cohesion at meiotic telomeres, chromosomal segregation and telomere-led rapid prophase movement 	XV	116396	117454	-1
YER037W	1.88453866826709	2.96579395744345e-221	180.765762022381	667.450162953919	PHM8	Lysophosphatidic acid (LPA) phosphatase involved in LPA hydrolysis in response to phosphate starvation; phosphatase activity is soluble and Mg2+ dependent; expression is induced by low phosphate levels and by inactivation of Pho85p 	V	225889	226854	1
YER011W	4.22971770870397	7.29210270313543e-219	163.599061745393	3069.39451103133	TIR1	Cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking 	V	175248	176012	1
YKR039W	-1.8217769060869	4.47827570435037e-211	1561.6040956417	441.734627859403	GAP1	General amino acid permease; Gap1p senses the presence of amino acid substrates to regulate localization to the plasma membrane when needed 	XI	515063	516871	1
YBR093C	2.29614361319926	9.22460124753807e-209	422.033636851801	2072.78934882226	PHO5	Repressible acid phosphatase (1 of 3) that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2 	II	429548	430951	-1
YHR095W	-3.71260726396713	1.1462404597295e-198	40.5185757881727	3.0906371678817	YHR095W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VIII	292943	293437	1
YOR348C	-2.23731511726849	1.44015947796872e-191	447.447221490083	94.894896299501	PUT4	Proline permease, required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells 	XV	986899	988782	-1
YDR077W	3.45489963662913	1.52604395342589e-189	4409.26296721502	48349.7712191472	SED1	Major stress-induced structural GPI-cell wall glycoprotein in stationary-phase cells, associates with translating ribosomes, possible role in mitochondrial genome maintenance; ORF contains two distinct variable minisatellites 	IV	600793	601809	1
YHR136C	4.7155617586097	1.16017431124318e-188	34.8230346207561	914.939021548041	SPL2	Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation; overproduction suppresses a plc1 null mutation; GFP-fusion protein localizes to the cytoplasm 	VIII	374654	375100	-1
YBR070C	-1.56348115697688	2.57532326152869e-188	622.390590638554	210.575719085942	ALG14	Component of UDP-GlcNAc transferase required for the second step of dolichyl-linked oligosaccharide synthesis; anchors the catalytic subunit Alg13p to the ER membrane; similar to bacterial and human glycosyltransferases 	II	379221	379934	-1
YNL217W	1.45283182621504	9.08422896807214e-188	756.709098285551	2071.4521901571	YNL217W	Putative protein of unknown function; weak sequence similarity to bis (5'-nucleotidyl)-tetraphosphatases; (GFP)-fusion protein localizes to the vacuole; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate 	XIV	240331	241311	1
YGL255W	1.47381958055447	7.13437150382358e-186	532.952964399492	1480.31037895632	ZRT1	High-affinity zinc transporter of the plasma membrane, responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor 	VII	20978	22108	1
YPR015C	-1.69698429895139	1.78193143225097e-183	262.157587975724	80.8573039527782	YPR015C	Putative protein of unknown function; overexpression causes a cell cycle delay or arrest 	XVI	590283	591026	-1
YIL056W	1.43524182466645	3.0858204659417e-183	591.980101136426	1600.87693996851	VHR1	Transcriptional activator, required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations 	IX	249991	251913	1
YCR018C	1.62397794645173	2.66802684672505e-182	97.2978602288121	299.895095651793	SRD1	Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation 	III	148238	148903	-1
YJL012C	1.41608468929458	4.90820936575518e-182	1354.69677646322	3615.14786479826	VTC4	Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion 	X	411234	413399	-1
YBR092C	2.75231258187953	3.11423908173211e-181	341.719151033561	2302.49111676104	PHO3	Constitutively expressed acid phosphatase similar to Pho5p; brought to the cell surface by transport vesicles; hydrolyzes thiamin phosphates in the periplasmic space, increasing cellular thiamin uptake; expression is repressed by thiamin 	II	427698	429101	-1
YGR035C	3.69260348795759	7.82405529798017e-176	57.061141042591	737.776578370553	YGR035C	Putative protein of unknown function, potential Cdc28p substrate; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance 	VII	557072	557422	-1
YMR272C	1.41445673115329	2.45837188085221e-175	732.6010658166	1952.81656240942	SCS7	Sphingolipid alpha-hydroxylase, functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth 	XIII	809623	810777	-1
YNL332W	-2.12158069349695	2.31680563815993e-174	91.0278678671148	20.9177488092306	THI12	Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13 	XIV	14832	15854	1
YOR178C	1.67003506966753	2.25533902858195e-173	323.354037083929	1028.98474739001	GAC1	Regulatory subunit for Glc7p type-1 protein phosphatase (PP1), tethers Glc7p to Gsy2p glycogen synthase, binds Hsf1p heat shock transcription factor, required for induction of some HSF-regulated genes under heat shock 	XV	667860	670241	-1
YCL064C	1.37330265917388	9.7743529318816e-172	1754.86741787298	4546.21116444082	CHA1	Catabolic L-serine (L-threonine) deaminase, catalyzes the degradation of both L-serine and L-threonine; required to use serine or threonine as the sole nitrogen source, transcriptionally induced by serine and threonine 	III	15798	16880	-1
YJR078W	-1.75968692209592	3.42076683002959e-171	169.418537604601	50.031368487884	BNA2	Putative tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase, required for de novo biosynthesis of NAD from tryptophan via kynurenine; interacts genetically with telomere capping gene CDC13; regulated by Hst1p and Aftp 	X	578860	580221	1
YDR277C	1.9424716972665	1.12740187011752e-170	503.831668539794	1936.54551334771	MTH1	Negative regulator of the glucose-sensing signal transduction pathway, required for repression of transcription by Rgt1p; interacts with Rgt1p and the Snf3p and Rgt2p glucose sensors; phosphorylated by Yck1p, triggering Mth1p degradation 	IV	1014401	1015702	-1
YFR015C	3.06496335725733	1.93850146403883e-170	1186.03093362299	9925.26068927937	GSY1	Glycogen synthase with similarity to Gsy2p, the more highly expressed yeast homolog; expression induced by glucose limitation, nitrogen starvation, environmental stress, and entry into stationary phase 	VI	174265	176391	-1
YBR067C	2.90517747061888	8.22798003826875e-170	995.152978519359	7454.7899075165	TIP1	Major cell wall mannoprotein with possible lipase activity; transcription is induced by heat- and cold-shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins 	II	372103	372735	-1
YFL002W-A	1.39483701608032	2.31470385263415e-169	382.566136292322	1005.99148730086	YFL002W-A	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	VI	138204	143517	1
YNL327W	1.34714615849276	1.10409806344591e-166	1587.66475894893	4039.15209764583	EGT2	Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase required for proper cell separation after cytokinesis, expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner 	XIV	24048	27173	1
YCL019W	1.38871229237356	5.41621771584574e-166	338.774106445299	887.062589245849	YCL019W	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	III	85102	90415	1
YDR010C	-2.1911035380819	1.34607881187776e-165	77.2006845938951	16.9057040891771	YDR010C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	IV	465051	465383	-1
